,Product,ihs_match
1739,POLYARYLATE,POLYARYLATE FROM DIPHENYL TERE- AND ISO- PHTHALATE AND BPA BY MELT POLYMERIZATION
1740,POLYARYLATE,"POLYARYLATE FROM TEREPHTHALOYL CHLORIDE, ISOPHTHALOYL CHLORIDE, AND BISPHENOL A"
1741,POLYARYLOXYPHOSPHAZENE,POLYARYLOXYPHOSPHAZENE SEMI-INORGANIC POLYMER
1742,POLYBENZIMIDAZOLE,"POLYBENZIMIDAZOLE FROM DIPHENYL ISOPHTHALATE AND 3,3-DICHLOROBENZIDINE"
1743,POLYBUTADIENE,POLYBUTADIENE PRODUCTION VIA NEODYMIUM CATALYST
1744,POLYBUTADIENE,POLYBUTADIENE BY LITHIUM-CATALYZED POLYMERIZATION
1745,POLYBUTADIENE,POLYBUTADIENE BY COBALT-CATALYZED POLYMERIZATION
1746,POLYBUTADIENE,POLYBUTADIENE PRODUCTION BY LITHIUM CATALYST
1747,POLYBUTADIENE,POLYBUTADIENE BY SOLUTION POLYMERIZATION
1748,POLYBUTENE,POLYBUTENES PRODUCTION
1749,POLYBUTENE-1,POLYBUTENE-1 PRODUCTION
1750,POLYBUTENE-1,POLYBUTENE-1 BY BULK POLYMERIZATION
1751,POLYCARBONATE,POLYCARBONATE BY A LOW METHYLENE CHLORIDE INTERFACIAL PROCESS
1752,POLYCARBONATE,"POLYCARBONATE BY ASAHI KASEI NON-PHOSGENE MELT PROCESS WITH INTEGRATED EC, DMC AND DPC GENERATION"
1753,POLYCARBONATE,POLYCARBONATE BY ASAHI KASEI’S DPC AND MELT PC PROCESS
1754,POLYCARBONATE,POLYCARBONATE BY BATCH INTERFACIAL PROCESS WITH C7 ANTISOLVENT POLYMER RECOVERY
1755,POLYCARBONATE,POLYCARBONATE BY BATCH INTERFACIAL PROCESS WITH POLYMER RECOVERY FROM AQUEOUS PHASE
1756,POLYCARBONATE,POLYCARBONATE BY BATCH INTERFACIAL PROCESS WITH POLYMER RECOVERY FROM TOLUENE PHASE
1757,POLYCARBONATE,POLYCARBONATE BY BATCH INTERFACIAL PROCESS WITH RECYCLE OF SATURATED SALT SOLUTION
1758,POLYCARBONATE,POLYCARBONATE PRODUCTION BY A CONVENTIONAL MELT PROCESS
1759,POLYCARBONATE,POLYCARBONATE BY CONVENTIONAL INTERFACIAL PROCESS WITH INTEGRATED PHOSGENE GENERATION
1760,POLYCARBONATE,PRODUCTION OF POLYCARBONATE USING SUPERCRITICAL CO2 AS A RAW MATERIAL
1761,POLYCARBONATE,POLYCARBONATE VIA DOW PHOSGENATION PROCESS
1762,POLYCARBONATE,POLYCARBONATE PRODUCTION BY AN INTERFACIAL PROCESS WITH ON-SITE PHOSGENE GENERATION
1763,POLYCARBONATE,POLYCARBONATE BY CONTINUOUS INTERFACIAL PROCESS
1764,POLYCARBONATE,POLYCARBONATE BY PLUG FLOW INTERFACIAL PROCESS
1765,POLYCARBONATE,POLYCARBONATE BY PHOSGENE MELT PROCESS VIA DIPHENYL CARBONATE USING FIXED-BED REACTORS
1766,POLYCARBONATE,POLYCARBONATE BY NONPHOSGENE MELT PROCESS VIA DIPHENYL CARBONATE USING FIXED-BED REACTORS
1767,POLYCARBONATE,POLYCARBONATE BY VERSALIS/LUMMUS DPC AND EPC’S VARIPLANT PC (MELT) PROCESS
1768,POLYCARBONATE,"POLYCARBONATE BY NON-PHOSGENE MELT PROCESS- DIPHENYL CARBONATE BY OXIDATIVE CARBONYLATION, INTEG."
1769,POLYCARBONATE,POLYCARBONATE BY NONPHOSGENE MELT PROCESS VIA DIMETHYL CARBONATE USING DOUBLE-TUBE LOOP REACTORS
1770,POLYCARBONATE,POLYCARBONATE BY CONVENTIONAL MELT PROCESS WITH INTEGRATED PHOSGENE AND DPC GENERATION
1771,POLYCARBONATE,POLYCARBONATE BY DOW INTERFACIAL PROCESS WITH INTEGRATED PHOSGENE GENERATION
1772,POLYCARBONATE,POLYCARBONATE PRODUCTION BY A MELT PROCESS SIMILAR TO ASAHI KASEI PROCESS
1773,POLYCARBONATE,"POLYCARBONATE BY MELT PROCESS VIA DIPHENYL CARBONATE BY DIRECT PHOSGENATION, INTEGRATED"
1774,POLYCARBONATE,"POLYCARBONATE BY NON-PHOSGENE MELT PROCESS VIA DMC WITH DOUBLE-TUBE LOOP REACTORS, INTEGRATED"
1775,POLYCARBONATE,POLYCARBONATE BY NON-PHOSGENE MELT PROCESS WITH INTEGRATED DMC AND DPC GENERATION
1776,POLYCARBONATE,"POLYCARBONATE BY INTERFACIAL PROCESS WITH ON-SITE PHOSGENE GENERATION, INTEGRATED"
1777,"POLYCARBONATE, POLYESTER","POLYCARBONATE, POLYESTER FROM TEREPHTHALOYL CHLORIDE (INTERFACIAL PROCESS)"
1778,"POLYCARBONATE, POLYESTER","POLYCARBONATE, POLYESTER FROM TEREPHTHALIC ACID (INTERF.,TRANSEST.,SOLID STATE)"
1779,"POLYCARBONATE, POLYESTER","POLYCARBONATE, POLYESTER FROM POLYESTER DICARBOXYLIC ACID (INTERFACIAL PROCESS)"
1780,"POLYCARBONATE, POLYESTER","POLYCARBONATE, POLYESTER FROM PHTHALOYL CHLORIDE (INTERFACIAL PROCESS)"
1782,"POLYESTER, UNSATURATED","POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS"
1783,"POLYESTER, UNSATURATED","POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS"
1784,POLYETHERETHERKETONE,"POLYETHERETHERKETONE FROM HYDROQUINONE AND 4,4-METHYLENE DIANILINE (MDA)"
1785,POLYETHERIMIDE,"POLYETHERIMIDE FROM PHTHALIC ANHYDRIDE, BISPHENOL A, AND M-PHENYLENE DIAMINE"
1786,POLYETHERKETONE,POLYETHERKETONE FROM 4-CHLORO-4-HYDROXYBENZOPHENONE
1787,POLYETHERKETONEKETONE,POLYETHERKETONEKETONE (PEKK) PRODUCTION BY ARKEMA’S TECHNOLOGY
1788,POLYETHERNITRILE,"POLYETHERNITRILE FROM 2,6-DICHLOROBENZONITRILE AND RESORCINOL"
1789,POLYETHERSULFONE,"POLYETHERSULFONE FROM 4,4-DICHLORODIPHENYL SULFONE"
1790,"POLYETHYLENE 2,6-NAPHTHALATE","POLYETHYLENE 2,6-NAPHTHALATE FROM DIMETHYL-2,6-NAPHTHALENEDICARBOXYLATE (DAVY MCKEE/ZIMMER)"
1791,"POLYETHYLENE 2,6-NAPHTHALATE","POLYETHYLENE 2,6-NAPHTHALATE FROM DIMETHYL-2,6-NAPHTHALENEDICARBOXYLATE (TEIJIN)"
1792,POLYETHYLENE FURANOATE,POLYETHYLENE FURANOATE (PEF) POLYMER FROM DI-METHYL FURANOATE (DMF) MONOMER
1793,POLYETHYLENE FURANOATE,POLYETHYLENE FURANOATE (PEF) POLYMER FROM FROM C6 SUGAR VIA AVANTIUM TECHNOLOGY
1797,POLYETHYLENE TEREPHTHALATE,POLYETHYLENE TEREPHTHALATE SIMILAR TO EASTMAN CHEMICAL PROCESS
1798,POLYETHYLENE TEREPHTHALATE,POLYETHYLENE TEREPHTHALATE SIMILAR TO EASTMAN CHEMICAL’S INTEGREX™ PROCESS
1799,POLYETHYLENE TEREPHTHALATE,PET PRODUCTION WITH AN INTEGRATED POST-CONSUMER PET CHEMICAL RECYCLING UNIT
1800,"POLYETHYLENE, CHLORINATED","POLYETHYLENE, CHLORINATED, BY A BATCH SLURRY PROCESS"
1801,"POLYETHYLENE, HD","POLYETHYLENE, HD FROM RECYCLED HDPE BOTTLES"
1802,"POLYETHYLENE, HD","POLYETHYLENE, HD, BY A LOOP REACTOR PROCESS (PHILLIPS)"
1803,"POLYETHYLENE, HD","POLYETHYLENE, HD, BY A LOOP REACTOR PROCESS WITH SUPERCRITICAL PROPANE DILUENT (BOREALIS)"
1804,"POLYETHYLENE, HD","POLYETHYLENE, HD, BY A MEDIUM PRESSURE SOLUTION PROCESS (DUPONT)"
1805,"POLYETHYLENE, HD","POLYETHYLENE, HD, BY A STIRRED-TANK HEAVY DILUENT PRODESS"
1806,"POLYETHYLENE, HD","POLYETHYLENE, HD, BY A LOOP REACTOR PROCESS WITH ISOBUTANE DILUENT (PHILLIPS)"
1807,"POLYETHYLENE, HD","POLYETHYLENE, HD, BY LIQUID PHASE SLURRY PROCESS"
1808,"POLYETHYLENE, HD","POLYETHYLENE, HD, BY CHEVRON-PHILLIPS SLURRY DOUBLE-TUBE LOOP REACTOR"
1809,"POLYETHYLENE, HD","POLYETHYLENE, HDPE PRODUCTION BY CHEVRONPHILLIPS MARTECH SLURRY LOOP (SL) PROCESS"
1810,"POLYETHYLENE, HD","POLYETHYLENE, HDPE PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE SPHERILENE™ S PROCESS"
1811,"POLYETHYLENE, HD","POLYETHYLENE, HDPE FROM NAPHTHA BY UNIVATION UNIPOL PE PROCESS"
1812,"POLYETHYLENE, HD","POLYETHYLENE, HDPE PRODUCTION BY INEOS INNOVENE™ G PROCESS"
1813,"POLYETHYLENE, HD","POLYETHYLENE, HDPE BY UNIVATION UNIPOL PE PROCESS"
1814,"POLYETHYLENE, HD","POLYETHYLENE, HD, BY LOW PRESSURE SOLUTION PROCESS(STAMICARBON TECHNOLOGY)"
1815,"POLYETHYLENE, HD","POLYETHYLENE, HD, BY LIQUID PHASE SLURRY PROCESS (PHILLIPS TECHNOLOGY)"
1816,"POLYETHYLENE, HD","POLYETHYLENE, HDPE FROM ETHANE BY UNIVATION UNIPOL PE PROCESS"
1817,"POLYETHYLENE, HD","POLYETHYLENE, HD, BY GAS PHASE FLUIDIZED-BED PROCESS (UCC)"
1819,"POLYETHYLENE, HDPE BM",BIMODAL HDPE PRODUCTION BY BASELL’S HOSTALEN PROCESS
1820,"POLYETHYLENE, HDPE BM",BIMODAL HDPE PRODUCTION BY BASELL’S SPHERILENE PROCESS
1821,"POLYETHYLENE, HDPE BM","POLYETHYLENE, HDPE BIMODAL BY A GAS-PHASE SIMILAR TO LYONDELLBASELL’S HYPERZONE PROCESS"
1822,"POLYETHYLENE, HDPE BM","POLYETHYLENE, HDPE BIMODAL BY INEOS INNOVENE S PE PROCESS"
1823,"POLYETHYLENE, HDPE BM","POLYETHYLENE, HDPE BIMODAL BY LYONDELLBASELL HOSTALEN ADVANCED CASCADE PROCESS"
1824,"POLYETHYLENE, HDPE BM","POLYETHYLENE, HDPE BIMODAL BY UNIVATION UNIPOL PE PROCESS W/ PRODIGY BIMODAL CATALYST SYSTEM"
1825,"POLYETHYLENE, HDPE BM","POLYETHYLENE, HDPE BIMODAL BY MITSUI CHEMICAL CX PROCESS"
1826,"POLYETHYLENE, LD","POLYETHYLENE, LD BY A HIGH PRESSURE AUTOCLAVE PROCESS"
1827,"POLYETHYLENE, LD","POLYETHYLENE, LD BY A HIGH-PRESSURE TUBULAR PROCESS SIMILAR TO SABTEC CTR PROCESS"
1828,"POLYETHYLENE, LD","POLYETHYLENE, LD BY THE LOOP REACTOR PROCESS ISOBUTANE DILUENT"
1829,"POLYETHYLENE, LD","POLYETHYLENE, LD FROM ETHANE BY A HIGH-PRESSURE TUBULAR PROCESS SIMILAR TO EXXONMOBIL PROCESS"
1830,"POLYETHYLENE, LD","POLYETHYLENE, LD FROM NAPHTHA BY A HIGH-PRESSURE TUBULAR PROCESS SIMILAR TO EXXONMOBIL PROCESS"
1831,"POLYETHYLENE, LD","POLYETHYLENE, LD, BY A HIGH PRESSURE PROCESS, AUTOCLAVE REACTOR"
1832,"POLYETHYLENE, LD","POLYETHYLENE, LD, BY A HIGH PRESSURE PROCESS, TUBULAR REACTOR"
1833,"POLYETHYLENE, LD","POLYETHYLENE, LD BY THE LOOP REACTOR PROCESS PROPANE DILUENT"
1834,"POLYETHYLENE, LD","POLYETHYLENE, LD BY A HIGH-PRESSURE TUBULAR PROCESS SIMILAR TO EXXONMOBIL PROCESS"
1835,"POLYETHYLENE, LLD","POLYETHYLENE, LLD, BY CONDENSED MODE GAS-PHASE PROCESS (UNIVATION)"
1836,"POLYETHYLENE, LLD","POLYETHYLENE, LLD, FLEXIBLE DENSITY PE PRODUCTION"
1837,"POLYETHYLENE, LLD","POLYETHYLENE, LLD, BY SUPERCONDENSED MODE GAS-PHASE PROCESS (UNIVATION)"
1838,"POLYETHYLENE, LLD","POLYETHYLENE, LLD, BY SLURRY PROCESS- STIRRED-TANK REACTORS WITH A SINGLE-SITE CATALYST"
1839,"POLYETHYLENE, LLD","POLYETHYLENE, LLD, BY INNOVENE(R) GAS-PHASE PROCESS (BP)"
1840,"POLYETHYLENE, LLD","POLYETHYLENE, LLD, BY DRY MODE GAS-PHASE PROCESS (UNIVATION)"
1841,"POLYETHYLENE, LLD","POLYETHYLENE, LLD, BY A MEDIUM PRESSURE SOLUTION PROCESS (DUPONT TECHNOLOGY)"
1842,"POLYETHYLENE, LLD","POLYETHYLENE, LLD, BY A LOW PRESSURE SOLUTION PROCESS (MITSUI)"
1843,"POLYETHYLENE, LLD","POLYETHYLENE, LLD, BY A LOW PRESSURE SOLUTION PROCESS (LARGELY ON DOW PATENTS)"
1844,"POLYETHYLENE, LLD","POLYETHYLENE, LLD, BY A HIMONT TYPE PROCESS"
1845,"POLYETHYLENE, LLD","POLYETHYLENE, LLD, BIMODAL GRADE, PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE SPHERILENE™ C PROCESS"
1846,"POLYETHYLENE, LLD","POLYETHYLENE, LLD, BIMODAL GRADE, BY BORSTAR TECHNOLOGY"
1847,"POLYETHYLENE, LLD","POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS USING DOW'S LOOP POLYMERIZATION REACTORS (ZIEGLER)"
1848,"POLYETHYLENE, LLD","POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS USING DOW'S LOOP POLYMERIZATION REACTORS (METALLOCENE)"
1849,"POLYETHYLENE, LLD","POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS SIMILAR TO NOVA CHEMICALS SCLAIRTECH™ PROCESS"
1850,"POLYETHYLENE, LLD","POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS SIMILAR TO NOVA CHEMICALS ADVANCED SCLAIRTECH™ PROCESS"
1851,"POLYETHYLENE, LLD","POLYETHYLENE, LLD PRODUCTION BY A SLURRY PROCESS SIMILAR TO THE CHEVRONPHILLIPS MARTECH™ SLURRY LOOP PROCESS"
1852,"POLYETHYLENE, LLD","POLYETHYLENE, LLD PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE UNIPOL™ PROCESS"
1853,"POLYETHYLENE, LLD","POLYETHYLENE, LLD PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE SPHERILENE™ S PROCESS"
1854,"POLYETHYLENE, LLD","POLYETHYLENE, LLD PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE INNOVENE™ G PROCESS"
1855,"POLYETHYLENE, LLD","POLYETHYLENE, LLD, SLURRY PROCESS- DOUBLE-TUBE LOOP SINGLE SITE CAT. ORGANO-ALUMINOXY COMP."
1856,"POLYETHYLENE, LLD","POLYETHYLENE, LLD FROM NAPHTHA BY A GAS-PHASE PROCESS SIMILAR TO THE INNOVENE™ G PROCESS"
1857,"POLYETHYLENE, LLD","POLYETHYLENE, LLD FROM ETHANE BY A GAS-PHASE PROCESS SIMILAR TO THE INNOVENE™ G PROCESS"
1858,"POLYETHYLENE, LLD BM","POLYETHYLENE, LLD, BIMODAL GRADE, BY BOSTAR(R) TECHNOLOGY"
1859,"POLYETHYLENE, LLD BM","POLYETHYLENE, LLD, BIMODAL GRADE, VIA MIXED METALLOCENE/ZIEGLER-NATTA CATALYST SYSTEM"
1860,"POLYETHYLENE, LLD BM","POLYETHYLENE, LLD, BIMODAL GRADE, BY UNIPOL(R) TECHNOLOGY"
1861,"POLYETHYLENE, VERY LD","POLYETHYLENE, VERY LD, BY LOW PRESSURE ADIABATIC SOLUTION PROCESS"
1862,"POLYETHYLENE, VERY LD","POLYETHYLENE, VERY LD, BY HIGH PRESSURE TUBULAR REACTOR PROCESS USING EXXPOL"
1863,"POLYETHYLENE, VERY LD","POLYETHYLENE, VERY LD, BY HIGH PRESSURE AUTOCLAVE REACTOR PROCESS USING EXXPOL"
1864,"POLYETHYLENE, VERY LD","POLYETHYLENE, VERY LD, BY HIGH PRESSURE AUTOCLAVE REACTOR PROCESS (CdF)"
1865,POLYHYDROXYALKANOATE,POLYHYDROXYALKANOATES FROM E.COLI FERMENTATION
1866,POLYHYDROXYALKANOATE,POLYHYDROXYALKANOATES FROM ORGANIC WASTES
1867,POLYHYDROXYALKANOATE,"POLYHYDROXYALKANOATE, MEDIUM CHAIN LENGTH BY BACTERIAL FERMENTATION FROM CANOLA OIL"
1868,POLYHYDROXYALKANOATE,POLYHYDROXYALKANOATES FROM GM SOYBEANS
1869,"POLYIMIDE, ACETYLENE","POLYIMIDE, ACETYLENE-TERMINATED PREPOLYMER FROM APB, APA, AND BTDA"
1870,"POLYIMIDE, BISMALEIMIDE","POLYIMIDE, BISMALEIMIDE OF METHYLENE DIANILINE FROM MDA AND MALEIC ANHYDRIDE"
1871,POLYISOBUTENYL SUCCINIMIDE,POLYISOBUTENYL SUCCINIMIDE ASHLESS DISPERSANT LUBRICATING OIL ADDITIVE
1872,POLYISOBUTYLENE,POLYISOBUTYLENES PRODUCTION
1873,POLYISOCYANURATE RIGID FOAM,POLYISOCYANURATE RIGID FOAM LAMINATE PROCESS
1874,POLYMETHYLMETHACRYLATE,(METH)ACRYLIC RESIN PELLETS BY A CONTINUOUS BULK POLYMERIZATION PROCESS
1875,POLYMETHYLMETHACRYLATE,(METH)ACRYLIC SHEETS BY CONTINUOUS CASTING
1876,"POLYOL, POLYESTER","POLYOL FOR POLYURETHANES, POLYESTER FROM PET SCRAP AND PHTHALIC ANHYDRIDE"
1877,"POLYOL, POLYESTER","POLYOL FOR POLYURETHANES, POLYESTER GLYCOL FROM ADIPIC ACID AND DEG"
1878,"POLYOL, POLYETHER","POLYOL FOR POLYURETHANES, POLYETHER FROM MANNICH CONDENSATE AND PROPYLENE OXIDE"
1879,"POLYOL, POLYETHER","POLYOL FOR POLYURETHANES, POLYETHER FROM SUCROSE, TRIETHANOLAMINE, AND PROPYLENE OXIDE"
1880,"POLYOL, POLYETHER (3,000 DA)","POLYETHER POLYOL (3,000 DA) CONTINUOUS PROCESS"
1881,"POLYOL, POLYETHER (3,000 DA)","POLYETHER POLYOL (3,000 DA) BY SEMI-CONTINUOUS PROCESS"
1882,"POLYOL, POLYETHER (3,000 DA)","POLYETHER POLYOL (3,000 DA) BY COMBINATION BATCH AND CONTINUOUS PROCESS"
1883,"POLYOL, POLYETHER (707 DA)",POLYETHER POLYOL (707 DA) CONTINUOUS PROCESS
1884,"POLYOL, POLYMERIC","POLYOL FOR POLYURETHANES, POLYMERIC, WITH DISPERSED POLYSTYRENE IN POLYOXYALKYLENE TRIOL"
1885,"POLYOL, POLYMERIC","POLYOL FOR POLYURETHANES, POLYMERIC, WITH DISPERSED POLYUREA PROCESS"
1886,"POLYOL, POLYMERIC","POLYOL FOR POLYURETHANES, POLYMERIC, WITH DISPERSED SAN COPOLYMER IN POLYOXYALKYLENE TRIOL"
1887,"POLYOL, POLYMERIC","POLYOL FOR POLYURETHANES, POLYMERIC FROM GLYCERIN, PROPYLENE OXIDE, AND ETHYLENE OXIDE"
1888,"POLYOL, TRIFUNC POLYETHER","POLYOL FOR POLYURETHANES, TRIFUNCTIONAL POLYETHER, BY A SEMI-CONTINUOUS PROCESS"
1890,POLYOLEFIN ELASTOMER,ETHYLENE-BASED POLYOLEFIN ELASTOMER PRODUCTION BY EXXONMOBIL SOLUTION PROCESS I
1891,POLYOLEFIN ELASTOMER,ETHYLENE-BASED POLYOLEFIN ELASTOMER PRODUCTION BY THE DOWLEX SOLUTION LOOP PROCESS I
1892,POLYOLEFIN ELASTOMER,PROPYLENE-BASED POLYOLEFIN ELASTOMER PRODUCTION BY EXXONMOBIL SOLUTION PROCESS
1893,POLYOLEFIN PLASTOMER,ETHYLENE-BASED POLYOLEFIN PLASTOMER PRODUCTION BY EXXONMOBIL SOLUTION PROCESS II
1894,POLYOLEFIN PLASTOMER,ETHYLENE-BASED POLYOLEFIN PLASTOMER PRODUCTION BY THE DOWLEX SOLUTION LOOP PROCESS II
1895,"POLYOLS, SOY-BASED",SOY-BASED POLYOLS BY RING-OPENING OLIGOMERIZATION
1896,"POLYOLS, SOY-BASED",SOY-BASED POLYOLS BY HYDROFORMYLATION
1899,POLYPHENYLENE OXIDE,"POLYPHENYLENE OXIDE FROM 2,6-DIMETHYLPHENOL"
1900,"POLYPHENYLENE OXIDE, MODIFIED","POLYPHENYLENE OXIDE, MODIFIED FROM PPO AND HIGH IMPACT POLYSTYRENE"
1901,POLYPHENYLENE SULFIDE,POLYPHENYLENE SULFIDE(GLASS-FILLED) FROM DICHLOROBENZENE AND SODIUM SULFIDE
1902,POLYPHENYLENE SULFIDE,POLYPHENYLENE SULFIDE(GLASS FILLED) FROM DICHLOROBENZENE AND SODIUM HYDROSULFIDE
1903,POLYPHENYLENE SULFIDE,POLYPHENYLENE SULFIDE BY TICONA PROCESS
1904,"POLYPHENYLENE SULFIDE, NEAT","POLYPHENYLENE SULFIDE, NEAT FROM DICHLOROBENZENE AND SODIUM HYDROSULFIDE"
1905,"POLYPHTHALAMIDE, GF","POLYPHTHALAMIDE, GLASS-FILLED FROM TEREPHTHALIC, ISOPHTHALIC, ADIPIC ACIDS, AND HMDA"
1906,"POLYPHTHALAMIDE, NEAT","POLYPHTHALAMIDE, NEAT FROM TEREPHTHALIC, ISOPHTHALIC, ADIPIC ACIDS, AND HEXAMETHYLENE DIAMINE"
1907,POLYPROPYLENE,POLYPROPYLENE BY THE LOOP REACTOR PROCESS SUPERCRITICAL (110°C [230°F])
1908,POLYPROPYLENE,POLYPROPYLENE HOMOPOLYMER BY A VERTICAL STIRRED BED GAS PHASE PROCESS (BASF)
1909,POLYPROPYLENE,POLYPROPYLENE BY A LOOP REACTOR PROCESS WITH SUPERCRITICAL PROPANE DILUENT (BOREALIS)
1910,POLYPROPYLENE,POLYPROPYLENE BY A BULK SLURRY PHASE LOOP REACTOR PROCESS
1911,POLYPROPYLENE,POLYPROPYLENE HOMOPOLYMER PRODUCTION BY A BULK PROCESS SIMILAR TO SPHERIPOL PROCESS
1912,POLYPROPYLENE,POLYPROPYLENE HOMOPOLYMER PRODUCTION BY A FLUIDIZED BED GAS-PHASE PROCESS SIMILAR TO UNIPOL PP PROCESS
1913,POLYPROPYLENE,POLYPROPYLENE HOMOPOLYMER PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO SPHERIZONE PP PROCESS
1914,POLYPROPYLENE,POLYPROPYLENE HOMOPOLYMER PRODUCTION BY A HORIZONTAL STIRRED BED GAS-PHASE PROCESS SIMILAR TO INNOVENE PP PROCESS
1915,POLYPROPYLENE,POLYPROPYLENE HOMOPOLYMER PRODUCTION BY A VERTICAL STIRRED-BED PROCESS SIMILAR TO NOVOLEN PP PROCESS
1916,POLYPROPYLENE,POLYPROPYLENE VIA BASELLS MULTIZONE CIRCULATING REACTOR (MZCR) PROCESS
1917,POLYPROPYLENE,RECYCLING OF POLYPROPYLENE WASTE BASED ON THE PURECYCLE™ PROCESS
1918,POLYPROPYLENE,POLYPROPYLENE FROM NATURAL GAS
1919,POLYPROPYLENE,POLYPROPYLENE BY THE LOOP REACTOR PROCESS LOW TEMPERATURE (75°C [167°F])
1921,POLYPROPYLENE IMPACT COPOLYMER,POLYPROPYLENE IMPACT COPOLYMER PRODUCTION BY A BULK PROCESS SIMILAR TO SPHERIPOL™ PP PROCESS FOR A GRASSROOTS PLANT
1922,POLYPROPYLENE IMPACT COPOLYMER,POLYPROPYLENE IMPACT COPOLYMER PRODUCTION BY A VERTICAL STIRRED-BED PROCESS SIMILAR TO NOVOLEN™ PP PROCESS
1923,POLYPROPYLENE IMPACT COPOLYMER,POLYPROPYLENE IMPACT COPOLYMER PRODUCTION BY A HORIZONTAL STIRRED BED GAS-PHASE PROCESS SIMILAR TO INNOVENE™ PP PROCESS
1924,POLYPROPYLENE IMPACT COPOLYMER,POLYPROPYLENE IMPACT COPOLYMER PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO SPHERIZONE™ PP PROCESS
1925,POLYPROPYLENE IMPACT COPOLYMER,POLYPROPYLENE IMPACT COPOLYMER PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO INNOVENE PROCESS (WITH INSTAGE)
1926,POLYPROPYLENE IMPACT COPOLYMER,POLYPROPYLENE IMPACT COPOLYMER PRODUCTION BY A BULK PROCESS SIMILAR TO SPHERIPOL PROCESS
1927,POLYPROPYLENE IMPACT COPOLYMER,POLYPROPYLENE IMPACT COPOLYMER PRODUCTION BY A FLUIDIZED BED GAS-PHASE PROCESS SIMILAR TO UNIPOL™ PP PROCESS
1928,POLYPROPYLENE IMPACT COPOLYMER,POLYPROPYLENE BLOCK COPOLYMER BY A GAS PHASE PROCESS (SUMITOMO)
1929,POLYPROPYLENE IMPACT COPOLYMER,POLYPROPYLENE COPOLYMER BY A HIMONT TYPE PROCESS
1930,POLYPROPYLENE IMPACT COPOLYMER,POLYPROPYLENE IMPACT COPOLYMER PRODUCTION BY A HORIZONTAL STIRRED-BED GAS-PHASE PROCESS SIMILAR TO INNOVENE™ PP PROCESS (WITH INSTAGE CAPABILITY)
1931,POLYPROPYLENE IMPACT COPOLYMER,POLYPROPYLENE COPOLYMER BY A HORIZONTAL STIRRED BED GAS PHASE PROCESS (AMOCO/CHISSO)
1932,POLYPROPYLENE IMPACT COPOLYMER,POLYPROPYLENE COPOLYMER BY A VERTICAL STIRRED BED GAS PHASE PROCESS (BASF)
1933,POLYPROPYLENE IMPACT COPOLYMER,POLYPROPYLENE IMPACT COPOLYMER FROM METHANOL VIA LURGI MTP AND UNIPOL PROCESS
1934,POLYPROPYLENE IMPACT COPOLYMER,"POLYPROPYLENE IMPACT COPOLYMER FROM COAL VIA GE QUENCH, LURGI MTP, AND UNIPOL PROCESS"
1935,POLYPROPYLENE IMPACT COPOLYMER,POLYPROPYLENE IMPACT COPOLYMER BY THE UNIPOL PROCESS USING FLUIDIZED BED REACTORS
1936,POLYPROPYLENE IMPACT COPOLYMER,POLYPROPYLENE IMPACT COPOLYMER BY THE NOVOLEN PROCESS USING VERTICAL STIRRED-BED GAS-PHASE REACTORS
1937,POLYPROPYLENE IMPACT COPOLYMER,POLYPROPYLENE IMPACT COPOLYMER BY SPHERIPOL TECHNOLOGY WITH AN ADVANCED ZIEGLER-NATTA CATALYST
1938,POLYPROPYLENE IMPACT COPOLYMER,POLYPROPYLENE IMPACT COPOLYMER BY SPHERIPOL TECHNOLOGY WITH A METALLOCENE CATALYST
1939,POLYPROPYLENE IMPACT COPOLYMER,POLYPROPYLENE IMPACT COPOLYMER PRODUCTION BY A HORIZONTAL STIRRED-BED GAS-PHASE PROCESS SIMILAR TO INNOVENE™ PP PROCESS
1940,POLYPROPYLENE RANDOM COPOLYMER,POLYPROPYLENE RANDOM COPOLYMER PRODUCTION BY A HORIZONTAL STIRRED BED GAS-PHASE PROCESS SIMILAR TO INNOVENE PP PROCESS
1941,POLYPROPYLENE RANDOM COPOLYMER,POLYPROPYLENE RANDOM COPOLYMER PRODUCTION BY A VERTICAL STIRRED-BED PROCESS SIMILAR TO NOVOLEN PP PROCESS
1942,POLYPROPYLENE RANDOM COPOLYMER,POLYPROPYLENE RANDOM COPOLYMER PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO SPHERIZONE PP PROCESS
