,ihs_match,PRODUCT,ROUTE,TECHNOLOGY,LICENSOR
1792,POLYCARBONATE BY CONTINUOUS INTERFACIAL PROCESS,POLYCARBONATES,BISPHENOL A,PHOSGENE FREE,n.a.
1791,POLYCARBONATE BY CONVENTIONAL INTERFACIAL PROCESS WITH INTEGRATED PHOSGENE GENERATION,POLYCARBONATES,BISPHENOL A,PHOSGENE FREE,n.a.
1790,POLYCARBONATE BY CONVENTIONAL MELT PROCESS WITH INTEGRATED PHOSGENE AND DPC GENERATION,POLYCARBONATES,BISPHENOL A,PHOSGENE FREE,n.a.
1799,POLYCARBONATE BY DOW INTERFACIAL PROCESS WITH INTEGRATED PHOSGENE GENERATION,POLYCARBONATES,BISPHENOL A,PHOSGENE FREE,n.a.
1788,"POLYCARBONATE BY INTERFACIAL PROCESS WITH ON-SITE PHOSGENE GENERATION, INTEGRATED",POLYCARBONATES,BISPHENOL A,PHOSGENE FREE,n.a.
1787,"POLYCARBONATE BY MELT PROCESS VIA DIPHENYL CARBONATE BY DIRECT PHOSGENATION, INTEGRATED",POLYCARBONATES,BISPHENOL A,PHOSGENE FREE,n.a.
1786,"POLYCARBONATE BY NON-PHOSGENE MELT PROCESS VIA DMC WITH DOUBLE-TUBE LOOP REACTORS, INTEGRATED",POLYCARBONATES,BISPHENOL A,PHOSGENE FREE,n.a.
1785,POLYCARBONATE BY NON-PHOSGENE MELT PROCESS WITH INTEGRATED DMC AND DPC GENERATION,POLYCARBONATES,BISPHENOL A,PHOSGENE FREE,n.a.
1784,"POLYCARBONATE BY NON-PHOSGENE MELT PROCESS- DIPHENYL CARBONATE BY OXIDATIVE CARBONYLATION, INTEG.",POLYCARBONATES,BISPHENOL A,PHOSGENE FREE,n.a.
1783,POLYCARBONATE BY NONPHOSGENE MELT PROCESS VIA DIMETHYL CARBONATE USING DOUBLE-TUBE LOOP REACTORS,POLYCARBONATES,BISPHENOL A,PHOSGENE FREE,n.a.
1782,POLYCARBONATE BY NONPHOSGENE MELT PROCESS VIA DIPHENYL CARBONATE USING FIXED-BED REACTORS,POLYCARBONATES,BISPHENOL A,PHOSGENE FREE,n.a.
1781,POLYCARBONATE BY PHOSGENE MELT PROCESS VIA DIPHENYL CARBONATE USING FIXED-BED REACTORS,POLYCARBONATES,BISPHENOL A,PHOSGENE FREE,n.a.
1780,POLYCARBONATE BY PLUG FLOW INTERFACIAL PROCESS,POLYCARBONATES,BISPHENOL A,PHOSGENE FREE,n.a.
1779,POLYCARBONATE BY VERSALIS/LUMMUS DPC AND EPC’S VARIPLANT PC (MELT) PROCESS,POLYCARBONATES,BISPHENOL A,PHOSGENE FREE,n.a.
1778,POLYCARBONATE PRODUCTION BY A CONVENTIONAL MELT PROCESS,POLYCARBONATES,BISPHENOL A,PHOSGENE FREE,n.a.
1777,POLYCARBONATE PRODUCTION BY A MELT PROCESS SIMILAR TO ASAHI KASEI PROCESS,POLYCARBONATES,BISPHENOL A,PHOSGENE FREE,n.a.
1789,POLYCARBONATE PRODUCTION BY AN INTERFACIAL PROCESS WITH ON-SITE PHOSGENE GENERATION,POLYCARBONATES,BISPHENOL A,PHOSGENE FREE,n.a.
1800,POLYCARBONATE VIA DOW PHOSGENATION PROCESS,POLYCARBONATES,BISPHENOL A,PHOSGENE FREE,n.a.
1803,"POLYCARBONATE, POLYESTER FROM PHTHALOYL CHLORIDE (INTERFACIAL PROCESS)",POLYCARBONATES,BISPHENOL A,PHOSGENE FREE,n.a.
1804,"POLYCARBONATE, POLYESTER FROM POLYESTER DICARBOXYLIC ACID (INTERFACIAL PROCESS)",POLYCARBONATES,BISPHENOL A,PHOSGENE FREE,n.a.
1805,"POLYCARBONATE, POLYESTER FROM TEREPHTHALIC ACID (INTERF.,TRANSEST.,SOLID STATE)",POLYCARBONATES,BISPHENOL A,PHOSGENE FREE,n.a.
1806,"POLYCARBONATE, POLYESTER FROM TEREPHTHALOYL CHLORIDE (INTERFACIAL PROCESS)",POLYCARBONATES,BISPHENOL A,PHOSGENE FREE,n.a.
1802,PRODUCTION OF POLYCARBONATE USING SUPERCRITICAL CO2 AS A RAW MATERIAL,POLYCARBONATES,BISPHENOL A,PHOSGENE FREE,n.a.
1801,POLYCARBONATE BY A LOW METHYLENE CHLORIDE INTERFACIAL PROCESS,POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1798,"POLYCARBONATE BY ASAHI KASEI NON-PHOSGENE MELT PROCESS WITH INTEGRATED EC, DMC AND DPC GENERATION",POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1797,POLYCARBONATE BY ASAHI KASEI’S DPC AND MELT PC PROCESS,POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1796,POLYCARBONATE BY BATCH INTERFACIAL PROCESS WITH C7 ANTISOLVENT POLYMER RECOVERY,POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1795,POLYCARBONATE BY BATCH INTERFACIAL PROCESS WITH POLYMER RECOVERY FROM AQUEOUS PHASE,POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1794,POLYCARBONATE BY BATCH INTERFACIAL PROCESS WITH POLYMER RECOVERY FROM TOLUENE PHASE,POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1793,POLYCARBONATE BY BATCH INTERFACIAL PROCESS WITH RECYCLE OF SATURATED SALT SOLUTION,POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1792,POLYCARBONATE BY CONTINUOUS INTERFACIAL PROCESS,POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1791,POLYCARBONATE BY CONVENTIONAL INTERFACIAL PROCESS WITH INTEGRATED PHOSGENE GENERATION,POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1790,POLYCARBONATE BY CONVENTIONAL MELT PROCESS WITH INTEGRATED PHOSGENE AND DPC GENERATION,POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1799,POLYCARBONATE BY DOW INTERFACIAL PROCESS WITH INTEGRATED PHOSGENE GENERATION,POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1788,"POLYCARBONATE BY INTERFACIAL PROCESS WITH ON-SITE PHOSGENE GENERATION, INTEGRATED",POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1787,"POLYCARBONATE BY MELT PROCESS VIA DIPHENYL CARBONATE BY DIRECT PHOSGENATION, INTEGRATED",POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1786,"POLYCARBONATE BY NON-PHOSGENE MELT PROCESS VIA DMC WITH DOUBLE-TUBE LOOP REACTORS, INTEGRATED",POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1785,POLYCARBONATE BY NON-PHOSGENE MELT PROCESS WITH INTEGRATED DMC AND DPC GENERATION,POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1784,"POLYCARBONATE BY NON-PHOSGENE MELT PROCESS- DIPHENYL CARBONATE BY OXIDATIVE CARBONYLATION, INTEG.",POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1783,POLYCARBONATE BY NONPHOSGENE MELT PROCESS VIA DIMETHYL CARBONATE USING DOUBLE-TUBE LOOP REACTORS,POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1782,POLYCARBONATE BY NONPHOSGENE MELT PROCESS VIA DIPHENYL CARBONATE USING FIXED-BED REACTORS,POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1781,POLYCARBONATE BY PHOSGENE MELT PROCESS VIA DIPHENYL CARBONATE USING FIXED-BED REACTORS,POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1780,POLYCARBONATE BY PLUG FLOW INTERFACIAL PROCESS,POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1779,POLYCARBONATE BY VERSALIS/LUMMUS DPC AND EPC’S VARIPLANT PC (MELT) PROCESS,POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1778,POLYCARBONATE PRODUCTION BY A CONVENTIONAL MELT PROCESS,POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1777,POLYCARBONATE PRODUCTION BY A MELT PROCESS SIMILAR TO ASAHI KASEI PROCESS,POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1789,POLYCARBONATE PRODUCTION BY AN INTERFACIAL PROCESS WITH ON-SITE PHOSGENE GENERATION,POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1800,POLYCARBONATE VIA DOW PHOSGENATION PROCESS,POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1803,"POLYCARBONATE, POLYESTER FROM PHTHALOYL CHLORIDE (INTERFACIAL PROCESS)",POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1804,"POLYCARBONATE, POLYESTER FROM POLYESTER DICARBOXYLIC ACID (INTERFACIAL PROCESS)",POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1805,"POLYCARBONATE, POLYESTER FROM TEREPHTHALIC ACID (INTERF.,TRANSEST.,SOLID STATE)",POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1806,"POLYCARBONATE, POLYESTER FROM TEREPHTHALOYL CHLORIDE (INTERFACIAL PROCESS)",POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1802,PRODUCTION OF POLYCARBONATE USING SUPERCRITICAL CO2 AS A RAW MATERIAL,POLYCARBONATES,BISPHENOL A,n.a.,n.a.
1793,POLYCARBONATE BY BATCH INTERFACIAL PROCESS WITH RECYCLE OF SATURATED SALT SOLUTION,POLYCARBONATES,RECYCLE,n.a.,n.a.
623,,POLYCHLOROPRENE,CHLOROPRENE,EMULSION,BP
622,,POLYCHLOROPRENE,CHLOROPRENE,EMULSION,DENKI KAGAKU
619,,POLYCHLOROPRENE,CHLOROPRENE,EMULSION,DUPONT
620,,POLYCHLOROPRENE,CHLOROPRENE,EMULSION,n.a.
621,,POLYCHLOROPRENE,CHLOROPRENE,n.a.,n.a.
879,,POLYESTER FIBRES,MECH. RECYCLING,STAPLE,n.a.
877,,POLYESTER FIBRES,MECH. RECYCLING,n.a.,n.a.
627,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER FIBRES,PES POLYMER,FILAMENT,FILAMENT UNKNOWN LICENSOR
625,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER FIBRES,PES POLYMER,FILAMENT,n.a.
628,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER FIBRES,PES POLYMER,INDUSTRIAL FILAMENT,FILAMENT UNKNOWN LICENSOR
629,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER FIBRES,PES POLYMER,INDUSTRIAL FILAMENT,n.a.
626,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER FIBRES,PES POLYMER,STAPLE,STAPLE UNKNOWN LICENSOR
630,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER FIBRES,PES POLYMER,STAPLE,n.a.
624,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER FIBRES,PES POLYMER,n.a.,n.a.
631,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER FIBRES,PES POLYMER(PTA),FILAMENT,FILAMENT UNKNOWN LICENSOR
632,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER FIBRES,PES POLYMER(PTA),STAPLE,STAPLE UNKNOWN LICENSOR
878,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER FIBRES,PES POLYMER(PTA),STAPLE,n.a.
633,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER FIBRES,PES POLYMER(PTA),n.a.,n.a.
636,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER FILM,CHIP,n.a.,n.a.
635,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER FILM,CHIP(PTA),n.a.,n.a.
880,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER FILM,MECH. RECYCLING,n.a.,n.a.
634,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER FILM,PES POLYMER,n.a.,n.a.
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,DMT,POLYCONDENSATION,DMT UNKNOWN TECHNOLOGY
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,DMT,POLYCONDENSATION,DMT UNKNOWN TECHNOLOGY
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,DMT,POLYCONDENSATION,DUPONT
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,DMT,POLYCONDENSATION,DUPONT
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,DMT,POLYCONDENSATION,EASTMAN CHEMICAL
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,DMT,POLYCONDENSATION,EASTMAN CHEMICAL
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,DMT,POLYCONDENSATION,HOECHST
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,DMT,POLYCONDENSATION,HOECHST
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,DMT,POLYCONDENSATION,ICI
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,DMT,POLYCONDENSATION,ICI
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,DMT,POLYCONDENSATION,INVENTA AG
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,DMT,POLYCONDENSATION,INVENTA AG
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,DMT,POLYCONDENSATION,INVISTA
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,DMT,POLYCONDENSATION,INVISTA
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,DMT,POLYCONDENSATION,KARL FISCHER
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,DMT,POLYCONDENSATION,KARL FISCHER
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,DMT,POLYCONDENSATION,PTA UNKNOWN TECHNOLOGY
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,DMT,POLYCONDENSATION,PTA UNKNOWN TECHNOLOGY
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,DMT,POLYCONDENSATION,TEIJIN
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,DMT,POLYCONDENSATION,TEIJIN
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,DMT,POLYCONDENSATION,TORAY INDUSTRIES
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,DMT,POLYCONDENSATION,TORAY INDUSTRIES
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,DMT,POLYCONDENSATION,ZIMMER
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,DMT,POLYCONDENSATION,ZIMMER
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,DMT,POLYCONDENSATION,n.a.
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,DMT,POLYCONDENSATION,n.a.
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,DMT,n.a.,n.a.
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,DMT,n.a.,n.a.
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,MECH. RECYCLING,n.a.,n.a.
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,MECH. RECYCLING,n.a.,n.a.
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,AQUAFIL ENGINEERING GMBH
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,AQUAFIL ENGINEERING GMBH
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,CELANESE
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,CELANESE
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,CHINA TEXTILE ACADEMY
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,CHINA TEXTILE ACADEMY
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,DMT UNKNOWN TECHNOLOGY
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,DMT UNKNOWN TECHNOLOGY
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,DUPONT
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,DUPONT
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,EASTMAN CHEMICAL
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,EASTMAN CHEMICAL
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,EMS-INVENTA-FISCHER
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,EMS-INVENTA-FISCHER
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,ENICHEM
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,ENICHEM
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,ICI
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,ICI
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,ICI/CELANESE
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,ICI/CELANESE
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,INVENTA AG
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,INVENTA AG
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,INVENTA FISCHER
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,INVENTA FISCHER
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,INVISTA
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,INVISTA
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,KARL FISCHER
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,KARL FISCHER
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,MOSSI GHISOLFI GROUP
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,MOSSI GHISOLFI GROUP
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,NOYVALLESINA
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,NOYVALLESINA
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,PTA UNKNOWN TECHNOLOGY
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,PTA UNKNOWN TECHNOLOGY
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,SHINKONG
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,SHINKONG
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,SK CHEMICALS
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,SK CHEMICALS
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,TEIJIN
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,TEIJIN
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,TORAY INDUSTRIES
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,TORAY INDUSTRIES
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,TUNTEX
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,TUNTEX
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,ZIMMER
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,ZIMMER
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,n.a.
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,PTA,POLYCONDENSATION,n.a.
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,PTA,n.a.,n.a.
1809,"POLYESTER, UNSATURATED FROM PROPYLENE OXIDE AND ANHYDRIDES BY BATCH PROCESS",POLYESTER POLYMER,PTA,n.a.,n.a.
1808,"POLYESTER, UNSATURATED FROM PROPYLENE GLYCOL AND ANHYDRIDES BY FUSION PROCESS",POLYESTER POLYMER,RECYCLE,n.a.,n.a.
